Time,M_CompDis,P_CompDis,D_CompDis,T_CompDis,H_CompDis,P_OgcOut,D_OgcOut,T_OgcOut,H_OgcOut,P_EvapExvIn,D_EvapExvIn,T_EvapExvIn,H_EvapExvIn,P_EvapExvOut,D_EvapExvOut,T_EvapExvOut,H_EvapExvOut,P_EvapOut,D_EvapOut,T_EvapOut,H_EvapOut,P_CompSuc,D_CompSuc,T_CompSuc,H_CompSuc,CompSpeed,EvapExvOpening,T_Amb,Vel_Ogc,T_Incar,RH_Incar,Vol_Incar,Optimal_HP,Wcomp,Qc,COP,
88,120.024,123.719,232.298,110.892,502.532,118.677,674.689,43.3213,308.787,117.37,769.151,34.2172,278.377,49.2116,409.859,13.659,278.355,46.3138,146.576,11.1768,412.081,45.9114,119.868,20.7191,443.025,4000,0.016296,43,2.5,40,40,501.57,118.78,2539.58,4462.37,1.75713,
89,120.01,123.718,232.286,110.899,502.544,118.677,674.694,43.321,308.786,117.371,769.049,34.2286,278.411,49.2076,409.631,13.6556,278.39,46.3095,146.509,11.1731,412.158,45.9072,119.853,20.7163,443.029,4000,0.0162942,43,2.5,40,40,501.57,118.78,2539.59,4463.14,1.75743,
90,119.997,123.718,232.275,110.905,502.554,118.678,674.699,43.3207,308.785,117.371,768.949,34.2397,278.445,49.204,409.412,13.6526,278.424,46.3056,146.446,11.1697,412.231,45.9033,119.84,20.7138,443.032,4000,0.0162927,43,2.5,40,40,501.57,118.78,2539.59,4463.84,1.7577,
91,119.985,123.717,232.264,110.91,502.562,118.678,674.703,43.3205,308.783,117.372,768.852,34.2504,278.477,49.2007,409.204,13.6499,278.457,46.3022,146.387,11.1667,412.301,45.8999,119.829,20.7114,443.035,4000,0.0162913,43,2.5,40,40,501.57,118.78,2539.6,4464.46,1.75794,
92,119.974,123.717,232.256,110.915,502.57,118.678,674.707,43.3202,308.782,117.372,768.759,34.2608,278.509,49.1978,409.006,13.6474,278.489,46.299,146.331,11.1639,412.367,45.8967,119.818,20.7093,443.037,4000,0.0162901,43,2.5,40,40,501.57,118.78,2539.6,4465.02,1.75816,
93,119.965,123.716,232.248,110.919,502.578,118.678,674.711,43.32,308.781,117.373,768.669,34.2708,278.539,49.1952,408.818,13.6452,278.52,46.2962,146.279,11.1615,412.429,45.894,119.809,20.7073,443.04,4000,0.0162891,43,2.5,40,40,501.57,118.78,2539.61,4465.53,1.75835,
94,119.957,123.716,232.241,110.923,502.584,118.679,674.714,43.3198,308.781,117.373,768.582,34.2804,278.568,49.1929,408.64,13.6433,278.55,46.2937,146.231,11.1593,412.488,45.8915,119.801,20.7056,443.042,4000,0.0162881,43,2.5,40,40,501.57,118.78,2539.61,4465.97,1.75853,
95,119.949,123.716,232.234,110.926,502.589,118.679,674.717,43.3196,308.78,117.373,768.499,34.2895,278.596,49.1908,408.472,13.6415,278.579,46.2915,146.186,11.1573,412.544,45.8892,119.793,20.704,443.043,4000,0.0162873,43,2.5,40,40,501.57,118.78,2539.62,4466.37,1.75868,
96,119.943,123.715,232.229,110.929,502.594,118.679,674.72,43.3195,308.779,117.374,768.421,34.2982,278.622,49.189,408.314,13.64,278.606,46.2895,146.144,11.1556,412.596,45.8873,119.787,20.7025,443.045,4000,0.0162866,43,2.5,40,40,501.57,118.78,2539.62,4466.72,1.75882,
97,119.938,123.715,232.224,110.931,502.598,118.679,674.722,43.3193,308.778,117.374,768.346,34.3065,278.647,49.1874,408.166,13.6387,278.632,46.2878,146.105,11.154,412.646,45.8856,119.781,20.7012,443.046,4000,0.0162859,43,2.5,40,40,501.57,118.78,2539.62,4467.03,1.75894,
98,119.933,123.715,232.22,110.933,502.602,118.679,674.724,43.3192,308.778,117.374,768.276,34.3142,278.671,49.186,408.027,13.6375,278.656,46.2862,146.069,11.1527,412.692,45.884,119.777,20.7,443.047,4000,0.0162854,43,2.5,40,40,501.57,118.78,2539.62,4467.3,1.75904,
99,119.928,123.715,232.217,110.935,502.605,118.679,674.726,43.3191,308.777,117.374,768.21,34.3215,278.693,49.1848,407.898,13.6365,278.679,46.2849,146.035,11.1516,412.735,45.8827,119.772,20.699,443.048,4000,0.0162849,43,2.5,40,40,501.57,118.78,2539.63,4467.53,1.75913,
100,119.925,123.714,232.214,110.937,502.607,118.679,674.728,43.319,308.777,117.374,768.148,34.3283,278.713,49.1837,407.779,13.6356,278.701,46.2838,146.005,11.1506,412.775,45.8816,119.769,20.698,443.048,4000,0.0162845,43,2.5,40,40,501.57,118.78,2539.63,4467.73,1.75921,
101,119.922,123.714,232.212,110.938,502.609,118.679,674.73,43.3189,308.776,117.374,768.091,34.3347,278.733,49.1828,407.669,13.6349,278.721,46.2828,145.976,11.1497,412.813,45.8806,119.766,20.6972,443.049,4000,0.0162841,43,2.5,40,40,501.57,118.78,2539.63,4467.9,1.75927,
102,119.919,123.714,232.21,110.939,502.611,118.679,674.731,43.3188,308.776,117.375,768.037,34.3405,278.751,49.1821,407.567,13.6342,278.74,46.282,145.951,11.149,412.847,45.8798,119.763,20.6965,443.049,4000,0.0162838,43,2.5,40,40,501.57,118.78,2539.63,4468.04,1.75933,
103,119.917,123.714,232.208,110.94,502.612,118.68,674.732,43.3187,308.775,117.375,767.988,34.3459,278.767,49.1814,407.475,13.6337,278.757,46.2813,145.927,11.1484,412.879,45.8792,119.761,20.6958,443.049,4000,0.0162835,43,2.5,40,40,501.57,118.78,2539.64,4468.16,1.75937,
104,119.916,123.714,232.207,110.94,502.613,118.68,674.733,43.3186,308.775,117.375,767.944,34.3509,278.782,49.1809,407.391,13.6333,278.773,46.2808,145.906,11.1479,412.908,45.8786,119.76,20.6952,443.049,4000,0.0162833,43,2.5,40,40,501.57,118.78,2539.64,4468.26,1.75941,
105,119.915,123.714,232.207,110.941,502.614,118.68,674.734,43.3186,308.775,117.375,767.903,34.3553,278.796,49.1805,407.315,13.6329,278.787,46.2803,145.887,11.1475,412.935,45.8782,119.759,20.6948,443.049,4000,0.0162831,43,2.5,40,40,501.57,118.78,2539.64,4468.33,1.75944,
106,119.914,123.714,232.206,110.941,502.615,118.68,674.735,43.3185,308.775,117.375,767.866,34.3594,278.808,49.1802,407.247,13.6326,278.8,46.28,145.869,11.1472,412.959,45.8778,119.758,20.6943,443.049,4000,0.016283,43,2.5,40,40,501.57,118.78,2539.64,4468.39,1.75946,
107,119.913,123.714,232.206,110.941,502.615,118.68,674.736,43.3185,308.774,117.375,767.833,34.363,278.819,49.1799,407.186,13.6324,278.812,46.2797,145.854,11.147,412.981,45.8776,119.757,20.694,443.049,4000,0.0162828,43,2.5,40,40,501.57,118.78,2539.64,4468.43,1.75947,
108,119.913,123.714,232.206,110.941,502.615,118.68,674.737,43.3184,308.774,117.375,767.804,34.3662,278.829,49.1798,407.133,13.6323,278.823,46.2795,145.84,11.1468,413.001,45.8774,119.757,20.6936,443.049,4000,0.0162827,43,2.5,40,40,501.57,118.78,2539.64,4468.46,1.75948,
109,119.913,123.714,232.206,110.941,502.615,118.68,674.737,43.3184,308.774,117.375,767.778,34.3691,278.837,49.1796,407.086,13.6322,278.832,46.2794,145.828,11.1467,413.018,45.8773,119.757,20.6934,443.049,4000,0.0162827,43,2.5,40,40,501.57,118.78,2539.65,4468.48,1.75949,
110,119.913,123.714,232.206,110.941,502.614,118.68,674.738,43.3184,308.774,117.375,767.756,34.3715,278.845,49.1796,407.045,13.6321,278.84,46.2794,145.818,11.1467,413.034,45.8773,119.757,20.6932,443.048,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.65,4468.49,1.75949,
111,119.913,123.714,232.207,110.941,502.614,118.68,674.738,43.3184,308.774,117.375,767.736,34.3737,278.851,49.1796,407.011,13.6321,278.847,46.2794,145.809,11.1467,413.048,45.8773,119.757,20.693,443.048,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.65,4468.49,1.75949,
112,119.913,123.714,232.208,110.94,502.613,118.68,674.739,43.3183,308.774,117.375,767.72,34.3755,278.857,49.1796,406.981,13.6321,278.853,46.2794,145.801,11.1467,413.06,45.8773,119.758,20.6928,443.048,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.65,4468.48,1.75949,
113,119.914,123.714,232.208,110.94,502.613,118.68,674.739,43.3183,308.774,117.375,767.706,34.377,278.861,49.1796,406.957,13.6322,278.858,46.2795,145.795,11.1468,413.07,45.8774,119.758,20.6927,443.047,4000,0.0162825,43,2.5,40,40,501.57,118.78,2539.65,4468.47,1.75948,
114,119.915,123.714,232.209,110.94,502.612,118.68,674.739,43.3183,308.774,117.375,767.695,34.3782,278.865,49.1797,406.937,13.6322,278.863,46.2796,145.789,11.1469,413.079,45.8775,119.759,20.6926,443.047,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.65,4468.45,1.75947,
115,119.915,123.714,232.21,110.939,502.612,118.68,674.739,43.3183,308.773,117.375,767.686,34.3792,278.868,49.1798,406.921,13.6323,278.866,46.2797,145.785,11.147,413.086,45.8776,119.759,20.6926,443.047,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.65,4468.43,1.75947,
116,119.916,123.714,232.21,110.939,502.611,118.68,674.739,43.3183,308.773,117.375,767.678,34.38,278.871,49.1799,406.909,13.6324,278.869,46.2798,145.782,11.1471,413.092,45.8777,119.76,20.6925,443.046,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.65,4468.41,1.75946,
117,119.916,123.715,232.211,110.939,502.61,118.68,674.74,43.3183,308.773,117.375,767.673,34.3807,278.873,49.18,406.9,13.6325,278.871,46.2799,145.779,11.1472,413.097,45.8778,119.76,20.6925,443.046,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.65,4468.39,1.75945,
118,119.917,123.715,232.212,110.938,502.61,118.68,674.74,43.3183,308.773,117.375,767.669,34.3811,278.874,49.1801,406.893,13.6326,278.873,46.28,145.777,11.1473,413.101,45.8779,119.761,20.6924,443.046,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.66,4468.37,1.75944,
119,119.917,123.715,232.212,110.938,502.61,118.68,674.74,43.3183,308.773,117.376,767.666,34.3815,278.875,49.1801,406.888,13.6326,278.874,46.2801,145.775,11.1473,413.104,45.878,119.761,20.6924,443.046,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.66,4468.35,1.75943,
120,119.917,123.715,232.213,110.938,502.609,118.681,674.741,43.3184,308.773,117.376,767.664,34.3818,278.876,49.1802,406.884,13.6327,278.875,46.2802,145.773,11.1474,413.107,45.8781,119.762,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.67,4468.34,1.75942,
121,119.918,123.715,232.214,110.938,502.609,118.681,674.742,43.3184,308.773,117.376,767.662,34.382,278.876,49.1803,406.881,13.6327,278.876,46.2802,145.772,11.1475,413.109,45.8781,119.762,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.67,4468.33,1.75941,
122,119.918,123.716,232.214,110.938,502.609,118.681,674.743,43.3184,308.773,117.376,767.661,34.3822,278.877,49.1803,406.879,13.6328,278.877,46.2803,145.771,11.1475,413.111,45.8782,119.762,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.68,4468.32,1.7594,
123,119.918,123.716,232.215,110.938,502.609,118.681,674.744,43.3184,308.773,117.376,767.66,34.3824,278.877,49.1804,406.878,13.6328,278.877,46.2804,145.771,11.1476,413.111,45.8782,119.762,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.68,4468.31,1.75939,
124,119.919,123.716,232.215,110.938,502.609,118.682,674.744,43.3184,308.773,117.377,767.659,34.3825,278.878,49.1804,406.877,13.6329,278.877,46.2804,145.771,11.1476,413.112,45.8783,119.763,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.69,4468.3,1.75939,
125,119.919,123.716,232.216,110.939,502.609,118.682,674.745,43.3184,308.773,117.377,767.658,34.3826,278.878,49.1805,406.876,13.6329,278.878,46.2805,145.771,11.1477,413.112,45.8783,119.763,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.7,4468.28,1.75938,
126,119.919,123.717,232.216,110.939,502.609,118.682,674.746,43.3184,308.772,117.377,767.658,34.3827,278.878,49.1805,406.875,13.6329,278.878,46.2805,145.771,11.1477,413.112,45.8784,119.763,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.7,4468.27,1.75937,
127,119.919,123.717,232.217,110.939,502.609,118.682,674.747,43.3184,308.772,117.377,767.658,34.3828,278.878,49.1806,406.875,13.633,278.878,46.2806,145.771,11.1478,413.112,45.8784,119.763,20.6924,443.045,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.71,4468.26,1.75936,
128,119.92,123.717,232.218,110.939,502.609,118.683,674.748,43.3184,308.772,117.378,767.657,34.3829,278.878,49.1806,406.875,13.633,278.878,46.2806,145.772,11.1478,413.112,45.8785,119.763,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.71,4468.25,1.75935,
129,119.92,123.717,232.218,110.939,502.609,118.683,674.749,43.3184,308.772,117.378,767.657,34.383,278.879,49.1807,406.875,13.6331,278.879,46.2807,145.772,11.1478,413.112,45.8785,119.764,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.72,4468.24,1.75935,
130,119.92,123.718,232.219,110.939,502.609,118.683,674.75,43.3184,308.772,117.378,767.657,34.383,278.879,49.1807,406.875,13.6331,278.879,46.2807,145.772,11.1479,413.112,45.8786,119.764,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.72,4468.24,1.75934,
131,119.92,123.718,232.219,110.939,502.609,118.683,674.751,43.3184,308.771,117.378,767.658,34.383,278.879,49.1808,406.876,13.6332,278.879,46.2808,145.772,11.1479,413.112,45.8786,119.764,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.73,4468.23,1.75933,
132,119.92,123.718,232.219,110.939,502.608,118.684,674.752,43.3184,308.771,117.379,767.658,34.3831,278.879,49.1808,406.876,13.6332,278.879,46.2808,145.773,11.148,413.111,45.8787,119.764,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.74,4468.22,1.75932,
133,119.92,123.718,232.22,110.939,502.608,118.684,674.753,43.3184,308.771,117.379,767.658,34.3831,278.879,49.1809,406.877,13.6332,278.879,46.2809,145.773,11.148,413.111,45.8787,119.764,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.74,4468.21,1.75932,
134,119.92,123.719,232.22,110.939,502.608,118.684,674.754,43.3184,308.771,117.379,767.659,34.3831,278.879,49.1809,406.878,13.6333,278.879,46.2809,145.773,11.148,413.111,45.8788,119.764,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.74,4468.2,1.75931,
135,119.921,123.719,232.221,110.939,502.608,118.684,674.755,43.3184,308.771,117.379,767.659,34.3831,278.878,49.1809,406.879,13.6333,278.879,46.2809,145.774,11.1481,413.11,45.8788,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.75,4468.2,1.75931,
136,119.921,123.719,232.221,110.939,502.608,118.684,674.755,43.3184,308.771,117.379,767.66,34.3831,278.878,49.181,406.879,13.6333,278.878,46.281,145.774,11.1481,413.11,45.8788,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.75,4468.19,1.7593,
137,119.921,123.719,232.221,110.939,502.608,118.684,674.756,43.3184,308.77,117.38,767.66,34.383,278.878,49.181,406.88,13.6333,278.878,46.281,145.774,11.1481,413.11,45.8788,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.76,4468.19,1.7593,
138,119.921,123.719,232.222,110.939,502.608,118.685,674.757,43.3184,308.77,117.38,767.661,34.383,278.878,49.181,406.881,13.6334,278.878,46.281,145.775,11.1481,413.109,45.8789,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.76,4468.18,1.75929,
139,119.921,123.719,232.222,110.94,502.608,118.685,674.758,43.3184,308.77,117.38,767.661,34.383,278.878,49.1811,406.882,13.6334,278.878,46.281,145.775,11.1481,413.109,45.8789,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.76,4468.18,1.75929,
140,119.921,123.72,232.222,110.94,502.608,118.685,674.758,43.3183,308.77,117.38,767.662,34.383,278.878,49.1811,406.883,13.6334,278.878,46.281,145.775,11.1482,413.109,45.8789,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.77,4468.17,1.75928,
141,119.921,123.72,232.222,110.94,502.608,118.685,674.759,43.3183,308.77,117.38,767.662,34.3829,278.878,49.1811,406.884,13.6334,278.878,46.2811,145.776,11.1482,413.108,45.8789,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.77,4468.17,1.75928,
142,119.921,123.72,232.223,110.94,502.608,118.685,674.759,43.3183,308.77,117.38,767.663,34.3829,278.878,49.1811,406.885,13.6334,278.878,46.2811,145.776,11.1482,413.108,45.8789,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.77,4468.17,1.75928,
143,119.921,123.72,232.223,110.94,502.608,118.685,674.76,43.3183,308.77,117.38,767.663,34.3829,278.878,49.1811,406.886,13.6334,278.878,46.2811,145.776,11.1482,413.108,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.78,4468.17,1.75928,
144,119.921,123.72,232.223,110.94,502.608,118.685,674.76,43.3183,308.77,117.38,767.664,34.3828,278.877,49.1811,406.887,13.6335,278.877,46.2811,145.776,11.1482,413.107,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.78,4468.16,1.75927,
145,119.921,123.72,232.223,110.94,502.608,118.685,674.761,43.3183,308.769,117.381,767.664,34.3828,278.877,49.1811,406.887,13.6335,278.877,46.2811,145.777,11.1482,413.107,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.78,4468.16,1.75927,
146,119.921,123.72,232.223,110.94,502.608,118.686,674.761,43.3183,308.769,117.381,767.665,34.3828,278.877,49.1812,406.888,13.6335,278.877,46.2811,145.777,11.1482,413.107,45.879,119.765,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.78,4468.16,1.75927,
147,119.921,123.72,232.223,110.94,502.608,118.686,674.762,43.3183,308.769,117.381,767.665,34.3828,278.877,49.1812,406.889,13.6335,278.877,46.2811,145.777,11.1482,413.106,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.78,4468.16,1.75927,
148,119.921,123.72,232.223,110.94,502.608,118.686,674.762,43.3183,308.769,117.381,767.665,34.3827,278.877,49.1812,406.89,13.6335,278.877,46.2811,145.777,11.1482,413.106,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
149,119.921,123.72,232.224,110.94,502.608,118.686,674.762,43.3183,308.769,117.381,767.666,34.3827,278.877,49.1812,406.89,13.6335,278.877,46.2811,145.777,11.1483,413.106,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.16,1.75926,
150,119.922,123.72,232.224,110.94,502.608,118.686,674.762,43.3183,308.769,117.381,767.666,34.3827,278.877,49.1812,406.891,13.6335,278.877,46.2812,145.778,11.1483,413.106,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
151,119.922,123.721,232.224,110.94,502.608,118.686,674.763,43.3183,308.769,117.381,767.667,34.3826,278.877,49.1812,406.891,13.6335,278.877,46.2812,145.778,11.1483,413.106,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
152,119.922,123.721,232.224,110.94,502.608,118.686,674.763,43.3183,308.769,117.381,767.667,34.3826,278.876,49.1812,406.892,13.6335,278.876,46.2812,145.778,11.1483,413.105,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
153,119.922,123.721,232.224,110.94,502.608,118.686,674.763,43.3183,308.769,117.381,767.667,34.3826,278.876,49.1812,406.893,13.6335,278.876,46.2812,145.778,11.1483,413.105,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
154,119.922,123.721,232.224,110.94,502.608,118.686,674.763,43.3183,308.769,117.381,767.668,34.3825,278.876,49.1812,406.893,13.6335,278.876,46.2812,145.778,11.1483,413.105,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
155,119.922,123.721,232.224,110.94,502.608,118.686,674.763,43.3183,308.769,117.381,767.668,34.3825,278.876,49.1812,406.893,13.6335,278.876,46.2812,145.778,11.1483,413.105,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
156,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.668,34.3825,278.876,49.1812,406.894,13.6335,278.876,46.2812,145.778,11.1483,413.105,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
157,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.668,34.3825,278.876,49.1812,406.894,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.79,4468.15,1.75926,
158,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.669,34.3825,278.876,49.1812,406.895,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.15,1.75926,
159,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.669,34.3824,278.876,49.1812,406.895,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.15,1.75926,
160,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.669,34.3824,278.876,49.1812,406.895,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.15,1.75926,
161,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.669,34.3824,278.876,49.1812,406.895,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.15,1.75926,
162,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.669,34.3824,278.876,49.1812,406.896,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.15,1.75926,
163,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.669,34.3824,278.876,49.1812,406.896,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.15,1.75926,
164,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.67,34.3824,278.876,49.1812,406.896,13.6335,278.876,46.2812,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.15,1.75926,
165,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.67,34.3824,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1483,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
166,119.922,123.721,232.224,110.94,502.608,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
167,119.922,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
168,119.922,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.896,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
169,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.876,49.1812,406.897,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
170,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.876,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
171,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.043,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
172,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
173,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
174,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
175,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
176,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
177,119.921,123.721,232.224,110.94,502.609,118.686,674.764,43.3183,308.769,117.381,767.67,34.3823,278.875,49.1812,406.897,13.6335,278.875,46.2811,145.779,11.1482,413.104,45.879,119.766,20.6924,443.044,4000,0.0162826,43,2.5,40,40,501.57,118.78,2539.8,4468.16,1.75926,
